project_name,project_description,public_interest,status
"Brno , vypustit drak ulice ! rodina dítě , turista , milovat !","městský vláček zvaný Drak Brno přitažlivý atrakce oživit centrum město . lákat rodina dítě , domácí zahraniční turista zájemce projížďka , nejen historický pěší zóna památka , cukrárna kavárna , třeba městský park . určitý čas nabízet komentovaný prohlídka centrum Brno . vítaný možnost přerušit jízda občerstvit se kavárna cukrárna , pak pokračovat vláček označený jízdenka dál . zájemce se dohodnout smluvní jízda například . firemní akce , doprovodný program školení oslava , třídní sraz , doprava svatebčan , senior výprava městský památka , se stát atrakce dětský den . lze čerpat bohatý zkušenost město , kde městský kolový vláček provozovat řada léta , například . Znojmo , Vranov nad Dyje , Hradec Králové , Hluboká nad Vltava , Třeboň , Teplice , Harrachov atd . ceník jízdné se obvykle pohybovat dle délka trasa 25 , Kč 80 , Kč . centrum město Brno se letní atmosféra ulice nově vysázený zeleň oživený zábavný ruch kolem turistický vláček stát velmi přitažlivý !","často se užívat jízda vláček rodina dítě školní výprava . dítě atrakce milovat , seznámení se historie památka město forma ideální . velký skupina domácí zahraniční turista , většinou navštívit Brno individuálně doprovázet žádný průvodce . nabídka jízda turistický vláček spolu výklad jediný možný způsob , se velmi příjemný forma seznámit historie pamětihodnost město navštívit . zanedbatelný vděčný skupina vláček vyhledávat senior , často pohybově handicapovaný , turistický vláček ideální dopravní prostředek pohyb památka .",0
lepší parkování Uhelná,"okolí ulice Uhelná , spojovat úzký opuštěný , citelně chybět parkovací místo . některý řidič řešit parkování využívaný prostor silnice . vůbec ideální , jakmile totiž zapršet , vytvořit se tam kaluž bláto , navíc vozidlo překonávat obrubník . navrhovat proto vyměnit obyčejný obrubník nájezdový místo podložit , umožnit pohodlný stání . vhodný materiál , levný přitom dostatečně pevný , považovat zatravňovací tvárnice . nutný přímo zatravňovat , stačit vyplnit písek .",řidič pohodlně zaparkovat bez bláto kaluž .,1
zelený vlna Vinohrady,"ulice žarošický , napojovat vinohrad zbytek město , notoricky známý navazující semafor . rád červený vlna udělat zelený , řidič ztrácet čas zbytečný čekání automobil nadměrně znečišťovat životní prostředí . jednat se celkem tři semafor ( bzenecký čerpací stanice Unicorn , blatnický čerpací stanice Shell , Vlčnovská penny market ) , nutný vhodně nastavit , se navazovat .",plynulý průjezd vysoce obydlený oblast .,1
odbočení Domin park,"dávno postavený parkovací dům Domin park považovat skvělý velice rád parkovat , něco vyřídit centrum město . napadat vylepšení , usnadnit využívání . parkovací dům se vjíždět Husův ulice . rozdělit plný čára , malý část řidič odvodit , možný odbočit doleva Domin park směr červený kostel . rovněž řidič znemožnit odbočení směr sad Mendlův náměstí výjezd . vozidlo nutit objíždět naprosto zbytečně celý centrum přispívat ucpávání koliště . navrhovat proto naproti Domin park povolit odbočení ulice Husův pomocí přerušovaný vodorovný dopravní značení zároveň odebrat značka výjezd přikazující odbočení vpravo .",řidič se zjednodušet využívání parkovací dům .,1
dobrodružný hřiště halda,"Medlánky chybět občan hřiště velký dítě . řešení dobrodružný hřiště , otevírat prostor trávení volný čas dítě věk 6 12 léta . cílový skupina náročný , rád výzva , dobrodružství objevování tajemný . dobrodružný hřiště prostor , umožňovat výška nad země nacházet hranice , bezpečný prostředí učit pracovat riziko jakoby mimochodem – pomoc hra zábava . hřiště , nabízet koncepční využití celý daný prostor , pojmout velký množství aktivní dítě zároveň nabídnout prostor přirozený setkávání odpočinek . vzhledem navrhovaný místo umístění složitý základový poměry vhodný konstrukce , vyžadovat minimální počet země kotvený nosný sloup . sestava důvod vysoký atraktivita vystavět spíš výška , šířka působit kompaktně – zahuštěně – celek . architektonický pohled se prostor halda říkat výškový stavba , daný místo dominovat zároveň , vzhledem přírodní charakter okolí , agresivně narušovat atmosféra místo . dominanta dobrodružný hřiště tedy navržený rozsáhlý vysoký „ šapitó “ , napojený ostatní atrakce . navržený sestava obsahovat tedy : multifunkční šapitó vysoký věž vysoký lanový bludiště nízký lanový překážka prolézačka kláda boulderovací kámen terénní nerezový skluzavka přírodní mobiliář","Medlánky chybět hřiště velký dítě řešení dobrodružný hřiště , b doplnit soubor sportoviště hřiště malý dítě . dobrodružný hřiště otevřít prostor trávení volný čas dítě věk 6 12 léta přímý vliv trávení volný čas čerstvý vzduch pohyb kamarád .",1
bezpečný „ kruhový “ objezd Lesná,"ulice Lesná tradiční křižovatka , vypadat kruhový objezd , označit platit místo tři přednost zprava . řidič často mást stávat se bezpečný dopravní situace . tu poměrně silný provoz , křižovatka totiž spojovat hlavní dopravní tepna : ulice Merhautův střed Brno zde navazovat Seifertův okružní . navrhovat místo zvýraznit značka „ dát přednost jízda “ doplnit zábrana fyzicky oddělující jednotlivý pruh , se předcházet dopravní nehoda . protože místní zvláštnost zvyklý , doporučovat přebudovávat tradiční kruhový objezd .",místo se stát bezpečný .,1
Mostek přes Vrbovec pekárna,"dřevěný mostek přes Vrbovec pekárna sloužit hlavně cyklista , se dostat přes potok Vrbovec přírodní památka pekárna . teď potok končit cesta zase začínat potok přeskočit přebrodit . zvlášť lidé malý dítě těžký , protože dítě snadný potok přeskočit . navíc moc hezký místo snadný přístup přírodní park ocenit . syn Alex George 9 léta promýšlet , projekt uskutečnit více půl . se podílet stavba mostek , protože rád pracovat dřevo . Alexův přispění se projekt něco snížit . souřadnice místo 49 ° 12 \ ' 50.429 \ ' \ ' N 16 ° 30 \ ' 12.453 \ ' \ ' E","Mostek přes potok Vrbovec umožnit cyklista , se dostat kolo pěšky lépe přes potok Vrbovec přírodní památka pekárna .",0
bezpečnost dítě MŠ Laštůvková,"ulice Laštůvkův MŠ Laštůvkův ZŠ Laštůvkův . ranní odpolední hodina ulice Laštůvkův velice frekventovaný přehledný . kvůli špatný kolmý parkovat , auto zasahovat vozovka , možný plynulý obousměrný provoz . vy poprosit instalace zpomalovací retardér vchod MŠ Laštůvkava . potřeba se ulice kde se hemžit dítě jezdit 50 kilometr / hodina",projekt široký veřejnost . hlavně bezpečnost dítě ohleduplný spěchající řidič .,0
přechod chodec,"prosit namalování přechod chodec . chodník křížit silnice znázorněný přechod chodec ( zebra ) , řidič vědět kde lidé skákat pod kolo .","projekt lidé , bezpečně přecházet silnice .",0
knihovna pulzující křižovatka starý Brno,"knihovna křižovatka ( Křížová 24 ) vzniknout díky vůle vzdát se . 2011 , ekonomický tíseň , stát knihovna Jiří Mahen Brno ( dále KJM ) křižovatka rozhodnutí : knihovna zrušit nechat zmizet kulturní mapa starý Brno najít tradiční řešení . se zrodit společný projekt KJM kabinet informační studie knihovnictví filozofický fakulta Masarykův univerzita ( dále KISK ) , podpora městský část Brno střed . 2012 pobočka KJM zdárně fungovat spolupráce student KISK , zajišťovat služba veřejnost škola . díky praxe uplatňovat znalost získávaný během studium , ověřovat inovativní řešení . knihovna křižovatka , důležitý komunitní centrum , doslova rušný křižovatka , kde trávit čas stále více občan – dítě , student , lidé produktivní věk , senior osoba handicap . motto knihovna obohacující mezigenerační setkávání , výměna zkušenost . kromě knižní nabídka přístup internet se orientovat vzdělávací pořad škola zážitkový akce veřejnost . pobočka KJM zároveň starý budova starý Brno technický stav zastaralý vybavení odpovídat současný požadavek provoz knihovna . velký hendikep , mnoho směr limitovat provozní možnost knihovna , obtížný vytápění , zastaralý osvětlení , poruchový kanalizace , vhodný dispoziční řešení . inspirativní řešení prostor přinést studentský projekt , výsledek kreativní spolupráce KJM , fakulta architektura VUT , KISK Mendelův univerzita Brno . smíšený tým student během třídenní workshop vytvořit reálný návrh , zúročit opakovatelný atmosféra starý Brno , vytěžit potenciál starý budova rušný trasa proměňovat dosavadní hendikep nápaditý prostor přitažlivý zdejší obyvatel student . odborný porota řada architekt , knihovník animátor edukační program ocenit vysoký úroveň studium .","realizace projekt vzniknout pulzující místo setkávání zdejší komunita napříč generace . mateřský základní škola zde najít prostor uzpůsobený vzdělávání , interaktivní workshop čtení . knihovna nabídnout využití večerní hodina týmový práce student kulturně společenský aktivita veřejnost . akcentovat koncept komunitní knihovna inspirativní atmosféra , se podílet sám obyvatel . založit setkávání , sdílení prožitek , výměna zkušenost , celoživotní učení využití literatura moderní technologie . klíčový posilování pocit sousedská sounáležitost vztah místo , kde žít . zde „ číst řádek “ utvářet život město .",1
oplocení výběh pes ulice ukrajinský,"cíl projekt oplotit pozemek ulice ukrajinský MČ Brno Bohunice , účel vybudování psí výběh . výběh zabudovat herní prvek pes , odpadkový koš včetně . sáček psí exkrement lavička majitel pes . současný uvedený plocha využívaný .",hledisko široký veřejnost intenzivně vyžadovat zázemí pes jihovýchodní část Bohunice se podobný zařízení nacházet .,1
změna trasa rozjezd,"navrhovat malý změna trasa rozjezd . trasa , kde se nacházet zastávka antonínský směr nádraží autobus vyjetí zastávka odbočit , zastávka moravský náměstí , zastávka pokračovat dále změněný trasa . varianta se nabízet souběžný trasa , kdy autobus vyjetí zastávka Grohův odbočit , následný zastávka moravský náměstí . srovnat se počet souprava každý trasa . cestování například pionýrský Šilingrův náměstí Veveří moravský náměstí , nutný špatný počasi vždy přesedat hlavní nádraží čekat se autobus rozjet . varianta vhodný opačný trasa , kdy nutný dříve dojet hlavní nádraží přesedat . možnost udělat více takový úprava linka , tušit .",zkrácení cestování cestování bez přestup nádraží plný opilý lidé,0
