;ID;Subjekt;Odůvodnění;Závěr
945;1721;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
946;1721;Odbor vodního a lesního hospodářství a zemědělství;"Proveditelný s podmínkou, že jednotlivé ""aktivity"" budou v souladu se schváleným manipulačním řádem, který je uložen na Odboru vodního a lesního hospodářství a zemědělství Magistrátu města Brna.";proveditelný
947;1722;Odbor dopravy;Tato oblast vnitrobloku Bakalova náb. je řešena v investičním záměru Ulice Bakalovo nábřeží - úprava vnitrobloku. Tento investiční záměr řeší také doplnění parkovacích míst. Investiční záměr byl schválen 12.5. 2021 a zařazeno do operativního plánu. V případě realizace je potřeba postupovat podle schváleného investičního záměru.;proveditelný
948;1722;Odbor územního plánování a rozvoje;Jedná se vnitroblok ve stabilizované ploše bydlení, který má sloužit především pro zeleň a hřiště a parkování se upřednostňuje pod terénem. Pro toto území byla také zpracována území studie pro veřejná prostranství MČ Brno-střed lokalita Bakalovo nábřeží (Platforma architekti, 2017), která funguje jako územně plánovací podklad pro rozhodování v území a navrhuje řešení dopravy v území méně invazivním způsobem. Projekt cílící na posílení významu dopravy v tomto území na úkor zeleně tedy není vhodný.;neproveditelný
949;1722;Majetkový odbor;;proveditelný
950;1722;Odbor investiční;Cena realizace převyšuje částku 3 mil. Kč. V dané lokalitě evidujeme investiční záměr „Ulice Bakalovo nábřeží - úprava vnitrobloku“, který je schválen do operativního plánu.;neproveditelný
951;1722;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace.;proveditelný
952;1723;Odbor územního plánování a rozvoje;Plácek na ul. Řezáčova i Ulrychova náleží do stabilizované plochy čistého bydlení. Stavby pro sportovní účely jsou zde přípustné jako doplňková funkce za podmínky, že jejich provoz nenaruší obytnou pohodu v lokalitě.;proveditelný
953;1723;Majetkový odbor;;proveditelný
954;1723;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
955;1723;MČ Brno - Komín;Městská část souhlasí s realizací projektu.;proveditelný
956;1725;Odbor životního prostředí;;proveditelný
957;1725;Odbor památkové péče;;proveditelný
958;1725;Odbor implementace evropských fondů;;proveditelný
959;1725;Majetkový odbor;;proveditelný
960;1725;Odbor investiční;;proveditelný
961;1725;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
962;1955;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
963;1956;Kancelář marketingu a cestovního ruchu;Projekt se musí realizovat ve vizuálu Kopeme za Brno, případně Co bude, Brno a s využitím stávajícího webu kopemezabrno.cz.;proveditelný
964;1957;Odbor investiční;"Celkově podhodnoceno, nedořešené sociální zázemí. 
 ";neproveditelný
965;1958;Odbor územního plánování a rozvoje;Z hlediska územního plánu proveditelné. Dětská hřiště připouští všechny funkční plochy za dodržení podmínek obecných regulativů. Upozorňujeme však, že z úrovně městské části byla na podobu náměstí Karla IV. v Brně – Líšni vypsána soutěž, která řešila urbanistické, architektonické a krajinářské řešení tohoto prostoru. ;proveditelný
966;1958;Majetkový odbor;;proveditelný
967;1958;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
968;1958;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
969;1958;Odbor památkové péče;Projekt má být realizován v ochranném pásmu souboru nemovitých kulturních památek, k realizaci je třeba závazné stanovisko Odboru památkové péče. Upozorňuji, že městská část již loni zveřejnila vítězný návrh architektonické soutěže na rekonstrukci podoby náměstí, která s tímto projektem nepočítá.;proveditelný
970;1958;Odbor životního prostředí;;proveditelný
971;1958;MČ Brno - Líšeň;Městská část souhlasí s realizací projektu.;proveditelný
972;1959;Odbor kultury;;proveditelný
973;1962;Odbor kultury;;proveditelný
974;1963;Odbor územního plánování a rozvoje;Podle územního plánu se pozemek p.č. 3985 v k.ú. Komín a na něj navazující nacházejí ve stabilizované ploše čistého bydlení. Jsou zde přípustné stavby pro sportovní účely za podmínky, že jejich provoz nenaruší obytnou pohodu v lokalitě a budou v souladu s charakterem území. Obecný regulativ zde také připouští dětská hřiště. ;proveditelný
975;1963;Majetkový odbor;Projekt byl dle identifikace situován na pozemky p.č. 3985 (ul. Řezáčova), p.č. 4223 (ul. Urxova) a p.č. 4226 (ul. Ulrychova).;proveditelný
976;1963;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
977;1963;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem RMB pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
978;1963;Odbor sportu;S projektem souhlasíme a podporujeme ho. Doporučujeme pouze důsledně dořešit otázku provozovatele hřiště, návštěvní řád a úklid. Tzn. kdo bude odpovědný za stav hřiště, aby bylo provozuschopné a bezpečné. ;proveditelný
979;1963;MČ Brno - Komín;Městská část souhlasí s realizací projektu.;proveditelný
980;1964;Odbor památkové péče;Geofyzikální měření je jednou z forem archeologického výzkumu, které je oprávněn provádět pouze Archeologický ústav Akademie věd ČR, případně jiná osoba v právním smyslu disponující oprávněním od ministerstva kultury (seznam oprávněných organizací zde: https://www.mkcr.cz/seznam-organizaci-opravnenych-k-provadeni-archeologickych-vyzkumu-278.html).  ;proveditelný
981;1964;Odbor vodního a lesního hospodářství a zemědělství;;proveditelný
982;1964;Odbor kultury;;proveditelný
983;1964;MČ Brno - Žebětín;Městská část nesouhlasí s realizací projektu, a to z důvodu blízkosti chráněné přírodní památky Žebětínský rybník.;neproveditelný
984;1965;Odbor památkové péče;Ústřední hřbitov a Židovský hřbitov jsou kulturními památkami, na nichž k některým úpravám je třeba předem mít závazné stanovisko Odboru památkové péče.;proveditelný
985;1965;Odbor životního prostředí;Nájem na jednotlivá hrobová místa uzavírá město s nájemcem na dobu 10 let a o stejnou dobu lze nájem prodlužovat.  Hrobové příslušenství je v majetku nájemce a po ukončení nájmu je povinen hrobové příslušenství odstranit. Projekt lze zaměřit na památkově chráněné hroby, hroby významných osobností, o které se již nikdo nestará (rodina), dále náhrobky s architektonickou hodnotou pro zachování autenticity hřbitova apod. Je potřeba také počítat s následnou údržbou, která je pro zachování opravených hrobů stejně důležitá, jako jejich oprava samotná. Dle cenových nabídek od kameníků lze opravit včetně písma tolik památkově chráněných hrobů či významných hrobů, které se vejdou do částky v rozpočtu projektu včetně následné údržby.;proveditelný
986;1965;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
987;1966;Odbor územního plánování a rozvoje;Uvedený objekt se nachází na pozemku par. č. 2227, k. ú. Černovice, který je z hlediska Obecně závazné vyhlášky statutárního města Brna č. 2/2004 o závazných částech Územního plánu města Brna, ve znění pozdějších předpisů (dále též ÚPmB) součástí nestavební-volné plochy s objekty pro individuální rekreaci na zemědělský půdní fond. Tento regulativ mimo jiné uvádí, že jsou podmíněně přípustné jednotlivé stavby služeb a veřejného stravování, pokud mají doplňkovou funkci, která odpovídá využívání území stávajících chatových a zahrádkářských osad. Navržený projekt je tedy dle územního plánu města Brna možné považovat za objekt služeb a lze jej za účinnosti stávajícího územního plánu města Brna realizovat.;proveditelný
988;1966;Majetkový odbor;;proveditelný
989;1966;Odbor investiční;Vzhledem k nedostatku informací o stavu kaple je nutná rezerva projektu.;proveditelný
990;1966;MČ Brno - Černovice;Městská část souhlasí s realizací projektu.;proveditelný
991;1967;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
992;1968;Odbor územního plánování a rozvoje;Pozemky p.č. 1635/12 a 1635/13 v k.ú. Komín jsou dle územního plánu součástí plochy městské zeleně, v menší míře plochy vodohospodářské a částečně i zvláštní plochy pro rekreaci. Nejsou dotčeny protipovodňovými opatřeními dle Generelu odvodnění města Brna, takže záměr je v souladu Zásady územního rozvoje Jihomoravského kraje. Doporučujeme ale situovat záměr mimo plochu vodohospodářskou.;proveditelný
993;1968;Majetkový odbor;Na všech jmenovaných pozemcích je projekt proveditelný.;proveditelný
994;1968;Odbor životního prostředí;Na uvedených pozemcích proveditelný. Je nutné situovat tak, aby nedošlo ke kácení vzrostlé zeleně, v rozpočtu se s kácením ani výsadbou nepočítá.;proveditelný
995;1968;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
996;1968;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
997;1968;Odbor vodního a lesního hospodářství a zemědělství;Je to Zemědělský půdní fond, takže nutné odnětí ze zemědělského půdního fondu a pozemky jsou dotčeny záměrem  výstavby protipovodňových opatření - nutné vyjádření Kanceláře architekta města Brno.;proveditelný
998;1968;MČ Brno - Komín;Městská část souhlasí s realizací projektu.;proveditelný
999;1968;Kancelář architekta města Brna;"Pro území byla v roce 2006 pořízena statutárním městem Brnem „Urbanistická studie Komínské louky – Káčata“ https://upmb.brno.cz/uzemne-planovaci-podklady/uzemni-studie/urbanisticka-studie-kominske-louky-kacata/.'>https://upmb.brno.cz/uzemne-planovaci-podklady/uzemni-studie/urbanisticka-studie-kominske-louky-kacata/"">https://upmb.brno.cz/uzemne-planovaci-podklady/uzemni-studie/urbanisticka-studie-kominske-louky-kacata/.  Projekt lze umístit dočasně, s vhodnou návazností na pěší trasy a v souladu s urbanistickou studií.
 ";proveditelný
